REF_DATE,GEO,Participation Rate_SCALAR_FACTOR,Population_SCALAR_FACTOR,Unemployment Rate_SCALAR_FACTOR,Participation Rate,Population,Unemployment Rate,CPI,CPI_SCALAR,Gross domestic product at market prices,Gross fixed capital formation,GDP_SCALE,GCGF_SCALE,Minimum Wage
2024-04,New Brunswick,units,thousands,units,61.2,700.9,7.0,123.0,units,34414.0,6208.0,millions,millions,15.3
2024-05,New Brunswick,units,thousands,units,61.1,703.3,7.5,123.0,units,34414.0,6208.0,millions,millions,15.3
2024-05,New Brunswick,units,thousands,units,61.1,703.3,7.5,123.0,units,34414.0,6208.0,millions,millions,15.3
2024-06,New Brunswick,units,thousands,units,61.4,705.8,7.7,123.0,units,34414.0,6208.0,millions,millions,15.3
2024-07,New Brunswick,units,thousands,units,60.9,708.4,7.2,123.0,units,34414.0,6208.0,millions,millions,15.3
2024-08,New Brunswick,units,thousands,units,60.6,710.2,6.5,123.0,units,34414.0,6208.0,millions,millions,15.3
2024-09,New Brunswick,units,thousands,units,60.0,711.7,6.7,123.0,units,34414.0,6208.0,millions,millions,15.3
2024-10,New Brunswick,units,thousands,units,60.4,712.7,6.8,123.0,units,34414.0,6208.0,millions,millions,15.3
2024-11,New Brunswick,units,thousands,units,60.3,713.6,6.9,123.0,units,34414.0,6208.0,millions,millions,15.3
2018-01,Newfoundland and Labrador,units,thousands,units,58.8,447.4,15.2,126.0,units,33486.0,12468.0,millions,millions,11.0
2018-02,Newfoundland and Labrador,units,thousands,units,59.0,447.2,15.0,126.0,units,33486.0,12468.0,millions,millions,11.0
2018-03,Newfoundland and Labrador,units,thousands,units,59.0,447.0,14.8,126.0,units,33486.0,12468.0,millions,millions,11.0
2018-04,Newfoundland and Labrador,units,thousands,units,59.1,446.8,14.8,126.0,units,33486.0,12468.0,millions,millions,11.15
2018-05,Newfoundland and Labrador,units,thousands,units,58.9,446.7,14.5,126.0,units,33486.0,12468.0,millions,millions,11.15
2018-06,Newfoundland and Labrador,units,thousands,units,59.2,446.5,14.7,126.0,units,33486.0,12468.0,millions,millions,11.15
2018-07,Newfoundland and Labrador,units,thousands,units,59.9,446.4,15.0,126.0,units,33486.0,12468.0,millions,millions,11.15
2018-08,Newfoundland and Labrador,units,thousands,units,59.3,446.4,14.2,126.0,units,33486.0,12468.0,millions,millions,11.15
2018-09,Newfoundland and Labrador,units,thousands,units,58.8,446.4,13.1,126.0,units,33486.0,12468.0,millions,millions,11.15
2018-10,Newfoundland and Labrador,units,thousands,units,58.4,446.4,12.0,126.0,units,33486.0,12468.0,millions,millions,11.15
2018-11,Newfoundland and Labrador,units,thousands,units,58.1,446.3,12.5,126.0,units,33486.0,12468.0,millions,millions,11.15
2018-12,Newfoundland and Labrador,units,thousands,units,58.6,446.3,12.3,126.0,units,33486.0,12468.0,millions,millions,11.15
2019-01,Newfoundland and Labrador,units,thousands,units,59.5,446.2,11.8,126.0,units,33486.0,12468.0,millions,millions,11.15
2019-02,Newfoundland and Labrador,units,thousands,units,59.5,446.1,12.0,126.0,units,33486.0,12468.0,millions,millions,11.15
2019-03,Newfoundland and Labrador,units,thousands,units,59.5,445.9,12.3,126.0,units,33486.0,12468.0,millions,millions,11.15
2019-04,Newfoundland and Labrador,units,thousands,units,59.1,445.7,12.0,126.0,units,33486.0,12468.0,millions,millions,11.4
2019-05,Newfoundland and Labrador,units,thousands,units,58.8,445.6,12.3,126.0,units,33486.0,12468.0,millions,millions,11.4
2019-06,Newfoundland and Labrador,units,thousands,units,59.0,445.7,12.7,126.0,units,33486.0,12468.0,millions,millions,11.4
2019-07,Newfoundland and Labrador,units,thousands,units,59.3,445.6,12.6,126.0,units,33486.0,12468.0,millions,millions,11.4
2019-08,Newfoundland and Labrador,units,thousands,units,59.0,445.7,12.9,126.0,units,33486.0,12468.0,millions,millions,11.4
2019-09,Newfoundland and Labrador,units,thousands,units,57.9,445.7,11.3,126.0,units,33486.0,12468.0,millions,millions,11.4
2019-10,Newfoundland and Labrador,units,thousands,units,58.0,445.8,11.9,126.0,units,33486.0,12468.0,millions,millions,11.4
2019-11,Newfoundland and Labrador,units,thousands,units,58.0,445.8,12.2,126.0,units,33486.0,12468.0,millions,millions,11.4
2019-12,Newfoundland and Labrador,units,thousands,units,57.6,445.8,12.5,126.0,units,33486.0,12468.0,millions,millions,11.4
2020-01,Newfoundland and Labrador,units,thousands,units,58.1,445.7,12.2,126.0,units,33486.0,12468.0,millions,millions,11.4
2020-02,Newfoundland and Labrador,units,thousands,units,58.0,445.7,12.4,126.0,units,33486.0,12468.0,millions,millions,11.4
2020-03,Newfoundland and Labrador,units,thousands,units,56.0,445.8,11.7,126.0,units,33486.0,12468.0,millions,millions,11.4
2020-04,Newfoundland and Labrador,units,thousands,units,51.2,445.7,15.7,126.0,units,33486.0,12468.0,millions,millions,11.65
2020-05,Newfoundland and Labrador,units,thousands,units,53.2,445.5,17.6,126.0,units,33486.0,12468.0,millions,millions,11.65
2020-06,Newfoundland and Labrador,units,thousands,units,55.4,445.5,17.6,126.0,units,33486.0,12468.0,millions,millions,11.65
2020-07,Newfoundland and Labrador,units,thousands,units,56.3,445.5,17.1,126.0,units,33486.0,12468.0,millions,millions,11.65
2020-08,Newfoundland and Labrador,units,thousands,units,56.0,445.5,14.2,126.0,units,33486.0,12468.0,millions,millions,11.65
2020-09,Newfoundland and Labrador,units,thousands,units,57.8,445.4,15.1,126.0,units,33486.0,12468.0,millions,millions,11.65
2020-10,Newfoundland and Labrador,units,thousands,units,58.2,445.4,13.5,126.0,units,33486.0,12468.0,millions,millions,12.15
2020-11,Newfoundland and Labrador,units,thousands,units,58.6,445.4,13.2,126.0,units,33486.0,12468.0,millions,millions,12.15
2020-12,Newfoundland and Labrador,units,thousands,units,58.4,445.4,13.6,126.0,units,33486.0,12468.0,millions,millions,12.15
2021-01,Newfoundland and Labrador,units,thousands,units,58.5,445.2,12.3,126.0,units,33486.0,12468.0,millions,millions,12.15
2021-02,Newfoundland and Labrador,units,thousands,units,56.3,445.1,15.3,126.0,units,33486.0,12468.0,millions,millions,12.15
2021-03,Newfoundland and Labrador,units,thousands,units,57.6,445.1,13.3,126.0,units,33486.0,12468.0,millions,millions,12.15
2021-04,Newfoundland and Labrador,units,thousands,units,57.6,445.0,13.1,126.0,units,33486.0,12468.0,millions,millions,12.5
2021-05,Newfoundland and Labrador,units,thousands,units,56.9,445.0,13.1,126.0,units,33486.0,12468.0,millions,millions,12.5
2021-06,Newfoundland and Labrador,units,thousands,units,57.7,444.9,12.8,126.0,units,33486.0,12468.0,millions,millions,12.5
2021-07,Newfoundland and Labrador,units,thousands,units,58.0,445.0,13.2,126.0,units,33486.0,12468.0,millions,millions,12.5
2021-08,Newfoundland and Labrador,units,thousands,units,57.8,445.2,13.2,126.0,units,33486.0,12468.0,millions,millions,12.5
2021-09,Newfoundland and Labrador,units,thousands,units,58.0,445.4,14.0,126.0,units,33486.0,12468.0,millions,millions,12.5
2021-10,Newfoundland and Labrador,units,thousands,units,57.7,445.5,13.6,126.0,units,33486.0,12468.0,millions,millions,12.75
2021-11,Newfoundland and Labrador,units,thousands,units,57.5,445.7,11.1,126.0,units,33486.0,12468.0,millions,millions,12.75
2021-12,Newfoundland and Labrador,units,thousands,units,57.6,446.0,12.1,126.0,units,33486.0,12468.0,millions,millions,12.75
2022-01,Newfoundland and Labrador,units,thousands,units,58.2,446.4,13.6,126.0,units,33486.0,12468.0,millions,millions,12.75
2022-02,Newfoundland and Labrador,units,thousands,units,59.2,446.7,12.9,126.0,units,33486.0,12468.0,millions,millions,12.75
2022-03,Newfoundland and Labrador,units,thousands,units,59.2,447.0,13.3,126.0,units,33486.0,12468.0,millions,millions,12.75
2022-04,Newfoundland and Labrador,units,thousands,units,58.1,447.2,11.5,126.0,units,33486.0,12468.0,millions,millions,13.2
2022-05,Newfoundland and Labrador,units,thousands,units,58.4,447.7,10.3,126.0,units,33486.0,12468.0,millions,millions,13.2
2022-06,Newfoundland and Labrador,units,thousands,units,57.9,448.1,10.0,126.0,units,33486.0,12468.0,millions,millions,13.2
2022-07,Newfoundland and Labrador,units,thousands,units,58.1,448.6,10.5,126.0,units,33486.0,12468.0,millions,millions,13.2
2022-08,Newfoundland and Labrador,units,thousands,units,58.4,449.1,10.8,126.0,units,33486.0,12468.0,millions,millions,13.2
2022-09,Newfoundland and Labrador,units,thousands,units,57.9,449.5,10.1,126.0,units,33486.0,12468.0,millions,millions,13.2
2022-10,Newfoundland and Labrador,units,thousands,units,58.3,449.9,10.5,126.0,units,33486.0,12468.0,millions,millions,13.7
2022-11,Newfoundland and Labrador,units,thousands,units,58.3,450.3,10.5,126.0,units,33486.0,12468.0,millions,millions,13.7
2022-12,Newfoundland and Labrador,units,thousands,units,58.3,450.8,9.8,126.0,units,33486.0,12468.0,millions,millions,13.7
2023-01,Newfoundland and Labrador,units,thousands,units,58.7,451.4,11.4,126.0,units,33486.0,12468.0,millions,millions,13.7
2023-02,Newfoundland and Labrador,units,thousands,units,58.2,452.1,10.2,126.0,units,33486.0,12468.0,millions,millions,13.7
2023-03,Newfoundland and Labrador,units,thousands,units,58.3,453.0,10.4,126.0,units,33486.0,12468.0,millions,millions,13.7
2023-04,Newfoundland and Labrador,units,thousands,units,58.0,453.6,9.8,126.0,units,33486.0,12468.0,millions,millions,14.5
2023-05,Newfoundland and Labrador,units,thousands,units,57.3,454.3,10.3,126.0,units,33486.0,12468.0,millions,millions,14.5
2023-06,Newfoundland and Labrador,units,thousands,units,57.0,455.0,8.8,126.0,units,33486.0,12468.0,millions,millions,14.5
2023-07,Newfoundland and Labrador,units,thousands,units,57.2,455.7,8.9,126.0,units,33486.0,12468.0,millions,millions,14.5
2023-08,Newfoundland and Labrador,units,thousands,units,57.1,456.5,8.8,126.0,units,33486.0,12468.0,millions,millions,14.5
2023-09,Newfoundland and Labrador,units,thousands,units,57.4,456.8,9.6,126.0,units,33486.0,12468.0,millions,millions,14.5
2023-10,Newfoundland and Labrador,units,thousands,units,57.5,457.3,9.9,126.0,units,33486.0,12468.0,millions,millions,15.0
2023-11,Newfoundland and Labrador,units,thousands,units,57.3,457.7,10.0,126.0,units,33486.0,12468.0,millions,millions,15.0
2023-12,Newfoundland and Labrador,units,thousands,units,58.0,458.1,10.5,126.0,units,33486.0,12468.0,millions,millions,15.0
2024-01,Newfoundland and Labrador,units,thousands,units,58.9,401.4,10.0,126.0,units,33486.0,12468.0,millions,millions,15.0
2024-02,Newfoundland and Labrador,units,thousands,units,59.1,459.4,10.2,126.0,units,33486.0,12468.0,millions,millions,15.0
2024-03,Newfoundland and Labrador,units,thousands,units,58.9,459.8,10.1,126.0,units,33486.0,12468.0,millions,millions,15.0
2024-04,Newfoundland and Labrador,units,thousands,units,58.4,460.2,9.1,126.0,units,33486.0,12468.0,millions,millions,15.6
2024-05,Newfoundland and Labrador,units,thousands,units,58.4,460.6,9.9,126.0,units,33486.0,12468.0,millions,millions,15.6
2024-05,Newfoundland and Labrador,units,thousands,units,58.4,460.6,9.9,126.0,units,33486.0,12468.0,millions,millions,15.6
2024-06,Newfoundland and Labrador,units,thousands,units,58.4,460.9,9.2,126.0,units,33486.0,12468.0,millions,millions,15.6
2024-07,Newfoundland and Labrador,units,thousands,units,58.4,461.4,9.6,126.0,units,33486.0,12468.0,millions,millions,15.6
2024-08,Newfoundland and Labrador,units,thousands,units,58.3,461.8,10.4,126.0,units,33486.0,12468.0,millions,millions,15.6
2024-09,Newfoundland and Labrador,units,thousands,units,58.1,462.4,10.0,126.0,units,33486.0,12468.0,millions,millions,15.6
2024-10,Newfoundland and Labrador,units,thousands,units,58.2,462.9,10.1,126.0,units,33486.0,12468.0,millions,millions,15.6
2024-11,Newfoundland and Labrador,units,thousands,units,58.1,463.3,10.8,126.0,units,33486.0,12468.0,millions,millions,15.6
2018-01,Nova Scotia,units,thousands,units,61.7,791.8,8.4,126.6,units,41189.0,8682.0,millions,millions,10.85
2018-02,Nova Scotia,units,thousands,units,62.1,792.1,8.5,126.6,units,41189.0,8682.0,millions,millions,10.85
2018-03,Nova Scotia,units,thousands,units,61.7,792.7,8.1,126.6,units,41189.0,8682.0,millions,millions,10.85
2018-04,Nova Scotia,units,thousands,units,61.3,793.4,7.2,126.6,units,41189.0,8682.0,millions,millions,11.0
2018-05,Nova Scotia,units,thousands,units,61.1,794.1,7.3,126.6,units,41189.0,8682.0,millions,millions,11.0
2018-06,Nova Scotia,units,thousands,units,61.2,795.0,7.8,126.6,units,41189.0,8682.0,millions,millions,11.0
2018-07,Nova Scotia,units,thousands,units,61.5,796.3,8.3,126.6,units,41189.0,8682.0,millions,millions,11.0
2018-08,Nova Scotia,units,thousands,units,61.9,797.1,8.3,126.6,units,41189.0,8682.0,millions,millions,11.0
2018-09,Nova Scotia,units,thousands,units,61.8,798.0,7.8,126.6,units,41189.0,8682.0,millions,millions,11.0
2018-10,Nova Scotia,units,thousands,units,62.0,798.9,7.8,126.6,units,41189.0,8682.0,millions,millions,11.0
2018-11,Nova Scotia,units,thousands,units,61.5,799.7,7.3,126.6,units,41189.0,8682.0,millions,millions,11.0
2018-12,Nova Scotia,units,thousands,units,61.7,800.2,7.1,126.6,units,41189.0,8682.0,millions,millions,11.0
2019-01,Nova Scotia,units,thousands,units,62.0,800.9,7.1,126.6,units,41189.0,8682.0,millions,millions,11.0
2019-02,Nova Scotia,units,thousands,units,61.7,801.5,6.8,126.6,units,41189.0,8682.0,millions,millions,11.0
2019-03,Nova Scotia,units,thousands,units,61.7,802.1,6.6,126.6,units,41189.0,8682.0,millions,millions,11.0
2019-04,Nova Scotia,units,thousands,units,62.0,803.1,7.2,126.6,units,41189.0,8682.0,millions,millions,11.55
2019-05,Nova Scotia,units,thousands,units,62.3,804.1,6.9,126.6,units,41189.0,8682.0,millions,millions,11.55
2019-06,Nova Scotia,units,thousands,units,62.6,805.4,7.0,126.6,units,41189.0,8682.0,millions,millions,11.55
2019-07,Nova Scotia,units,thousands,units,62.4,806.6,7.4,126.6,units,41189.0,8682.0,millions,millions,11.55
2019-08,Nova Scotia,units,thousands,units,62.6,807.8,8.0,126.6,units,41189.0,8682.0,millions,millions,11.55
2019-09,Nova Scotia,units,thousands,units,62.3,809.0,7.3,126.6,units,41189.0,8682.0,millions,millions,11.55
2019-10,Nova Scotia,units,thousands,units,62.7,809.8,8.0,126.6,units,41189.0,8682.0,millions,millions,11.55
2019-11,Nova Scotia,units,thousands,units,62.3,810.6,8.1,126.6,units,41189.0,8682.0,millions,millions,11.55
2019-12,Nova Scotia,units,thousands,units,62.5,811.0,8.1,126.6,units,41189.0,8682.0,millions,millions,11.55
2020-01,Nova Scotia,units,thousands,units,62.4,811.5,7.7,126.6,units,41189.0,8682.0,millions,millions,11.55
2020-02,Nova Scotia,units,thousands,units,62.9,811.8,8.1,126.6,units,41189.0,8682.0,millions,millions,11.55
2020-03,Nova Scotia,units,thousands,units,59.8,812.1,9.9,126.6,units,41189.0,8682.0,millions,millions,11.55
2020-04,Nova Scotia,units,thousands,units,55.7,812.2,12.6,126.6,units,41189.0,8682.0,millions,millions,12.55
2020-05,Nova Scotia,units,thousands,units,57.4,812.6,14.3,126.6,units,41189.0,8682.0,millions,millions,12.55
2020-06,Nova Scotia,units,thousands,units,61.2,813.5,13.7,126.6,units,41189.0,8682.0,millions,millions,12.55
2020-07,Nova Scotia,units,thousands,units,60.6,814.2,11.0,126.6,units,41189.0,8682.0,millions,millions,12.55
2020-08,Nova Scotia,units,thousands,units,60.4,814.9,10.1,126.6,units,41189.0,8682.0,millions,millions,12.55
2020-09,Nova Scotia,units,thousands,units,60.7,815.8,7.7,126.6,units,41189.0,8682.0,millions,millions,12.55
2020-10,Nova Scotia,units,thousands,units,61.5,816.5,8.9,126.6,units,41189.0,8682.0,millions,millions,12.55
2020-11,Nova Scotia,units,thousands,units,61.1,816.9,6.7,126.6,units,41189.0,8682.0,millions,millions,12.55
2020-12,Nova Scotia,units,thousands,units,61.5,817.0,8.5,126.6,units,41189.0,8682.0,millions,millions,12.55
2021-01,Nova Scotia,units,thousands,units,62.8,817.2,8.9,126.6,units,41189.0,8682.0,millions,millions,12.55
2021-02,Nova Scotia,units,thousands,units,62.8,817.4,8.6,126.6,units,41189.0,8682.0,millions,millions,12.55
2021-03,Nova Scotia,units,thousands,units,63.1,817.7,9.1,126.6,units,41189.0,8682.0,millions,millions,12.55
2021-04,Nova Scotia,units,thousands,units,62.4,818.0,8.3,126.6,units,41189.0,8682.0,millions,millions,12.95
2021-05,Nova Scotia,units,thousands,units,61.1,818.7,10.4,126.6,units,41189.0,8682.0,millions,millions,12.95
2021-06,Nova Scotia,units,thousands,units,62.1,819.6,8.8,126.6,units,41189.0,8682.0,millions,millions,12.95
2021-07,Nova Scotia,units,thousands,units,62.5,820.5,8.5,126.6,units,41189.0,8682.0,millions,millions,12.95
2021-08,Nova Scotia,units,thousands,units,62.2,822.3,8.1,126.6,units,41189.0,8682.0,millions,millions,12.95
2021-09,Nova Scotia,units,thousands,units,62.5,824.1,7.9,126.6,units,41189.0,8682.0,millions,millions,12.95
2021-10,Nova Scotia,units,thousands,units,62.2,825.4,8.0,126.6,units,41189.0,8682.0,millions,millions,12.95
2021-11,Nova Scotia,units,thousands,units,62.6,826.6,8.7,126.6,units,41189.0,8682.0,millions,millions,12.95
2021-12,Nova Scotia,units,thousands,units,61.9,828.4,7.6,126.6,units,41189.0,8682.0,millions,millions,12.95
2022-01,Nova Scotia,units,thousands,units,61.7,830.0,7.1,126.6,units,41189.0,8682.0,millions,millions,12.95
2022-02,Nova Scotia,units,thousands,units,61.8,831.6,6.5,126.6,units,41189.0,8682.0,millions,millions,12.95
2022-03,Nova Scotia,units,thousands,units,61.7,833.2,6.9,126.6,units,41189.0,8682.0,millions,millions,12.95
2022-04,Nova Scotia,units,thousands,units,61.9,834.6,6.0,126.6,units,41189.0,8682.0,millions,millions,13.35
2022-05,Nova Scotia,units,thousands,units,62.3,836.8,6.9,126.6,units,41189.0,8682.0,millions,millions,13.35
2022-06,Nova Scotia,units,thousands,units,61.9,838.6,6.5,126.6,units,41189.0,8682.0,millions,millions,13.35
2022-07,Nova Scotia,units,thousands,units,61.6,841.0,6.5,126.6,units,41189.0,8682.0,millions,millions,13.35
2022-08,Nova Scotia,units,thousands,units,62.1,844.0,7.6,126.6,units,41189.0,8682.0,millions,millions,13.35
2022-09,Nova Scotia,units,thousands,units,61.4,846.2,6.2,126.6,units,41189.0,8682.0,millions,millions,13.35
2022-10,Nova Scotia,units,thousands,units,61.6,848.0,6.7,126.6,units,41189.0,8682.0,millions,millions,13.6
2022-11,Nova Scotia,units,thousands,units,61.5,849.1,5.7,126.6,units,41189.0,8682.0,millions,millions,13.6
2022-12,Nova Scotia,units,thousands,units,61.8,850.1,6.3,126.6,units,41189.0,8682.0,millions,millions,13.6
2023-01,Nova Scotia,units,thousands,units,61.9,851.7,5.4,126.6,units,41189.0,8682.0,millions,millions,13.6
2023-02,Nova Scotia,units,thousands,units,61.7,853.5,5.8,126.6,units,41189.0,8682.0,millions,millions,13.6
2023-03,Nova Scotia,units,thousands,units,61.4,855.5,5.5,126.6,units,41189.0,8682.0,millions,millions,13.6
2023-04,Nova Scotia,units,thousands,units,61.8,857.3,6.4,126.6,units,41189.0,8682.0,millions,millions,14.5
2023-05,Nova Scotia,units,thousands,units,61.0,860.2,5.9,126.6,units,41189.0,8682.0,millions,millions,14.5
2023-06,Nova Scotia,units,thousands,units,61.5,862.6,6.6,126.6,units,41189.0,8682.0,millions,millions,14.5
2023-07,Nova Scotia,units,thousands,units,62.1,865.4,7.7,126.6,units,41189.0,8682.0,millions,millions,14.5
2023-08,Nova Scotia,units,thousands,units,61.0,867.7,7.0,126.6,units,41189.0,8682.0,millions,millions,14.5
2023-09,Nova Scotia,units,thousands,units,61.3,869.7,7.0,126.6,units,41189.0,8682.0,millions,millions,14.5
2023-10,Nova Scotia,units,thousands,units,61.8,871.6,6.5,126.6,units,41189.0,8682.0,millions,millions,15.0
2023-11,Nova Scotia,units,thousands,units,61.7,873.4,6.6,126.6,units,41189.0,8682.0,millions,millions,15.0
2023-12,Nova Scotia,units,thousands,units,61.7,875.1,5.9,126.6,units,41189.0,8682.0,millions,millions,15.0
2024-01,Nova Scotia,units,thousands,units,61.6,759.4,5.9,126.6,units,41189.0,8682.0,millions,millions,15.0
2024-02,Nova Scotia,units,thousands,units,62.6,880.6,6.0,126.6,units,41189.0,8682.0,millions,millions,15.0
2024-03,Nova Scotia,units,thousands,units,62.4,882.4,6.2,126.6,units,41189.0,8682.0,millions,millions,15.0
2024-04,Nova Scotia,units,thousands,units,62.1,884.4,6.1,126.6,units,41189.0,8682.0,millions,millions,15.2
2024-05,Nova Scotia,units,thousands,units,62.0,886.9,6.4,126.6,units,41189.0,8682.0,millions,millions,15.2
2024-05,Nova Scotia,units,thousands,units,62.0,886.9,6.4,126.6,units,41189.0,8682.0,millions,millions,15.2
2024-06,Nova Scotia,units,thousands,units,61.7,889.4,6.6,126.6,units,41189.0,8682.0,millions,millions,15.2
2024-07,Nova Scotia,units,thousands,units,61.2,892.0,7.0,126.6,units,41189.0,8682.0,millions,millions,15.2
2024-08,Nova Scotia,units,thousands,units,61.5,894.0,6.7,126.6,units,41189.0,8682.0,millions,millions,15.2
2024-09,Nova Scotia,units,thousands,units,61.5,896.1,6.3,126.6,units,41189.0,8682.0,millions,millions,15.2
2024-10,Nova Scotia,units,thousands,units,61.1,897.4,6.2,126.6,units,41189.0,8682.0,millions,millions,15.2
2024-11,Nova Scotia,units,thousands,units,61.0,898.4,6.1,126.6,units,41189.0,8682.0,millions,millions,15.2
2018-01,Ontario,units,thousands,units,64.9,11723.8,5.6,123.0,units,748281.0,151463.0,millions,millions,14.0
2018-02,Ontario,units,thousands,units,64.8,11739.1,5.6,123.0,units,748281.0,151463.0,millions,millions,14.0
2018-03,Ontario,units,thousands,units,64.9,11756.6,5.5,123.0,units,748281.0,151463.0,millions,millions,14.0
2018-04,Ontario,units,thousands,units,64.8,11778.8,5.4,123.0,units,748281.0,151463.0,millions,millions,14.0
2018-05,Ontario,units,thousands,units,64.8,11796.9,5.8,123.0,units,748281.0,151463.0,millions,millions,14.0
2018-06,Ontario,units,thousands,units,65.2,11816.7,5.9,123.0,units,748281.0,151463.0,millions,millions,14.0
2018-07,Ontario,units,thousands,units,65.4,11841.7,5.5,123.0,units,748281.0,151463.0,millions,millions,14.0
2018-08,Ontario,units,thousands,units,64.7,11860.4,5.7,123.0,units,748281.0,151463.0,millions,millions,14.0
2018-09,Ontario,units,thousands,units,65.1,11878.5,5.8,123.0,units,748281.0,151463.0,millions,millions,14.0
2018-10,Ontario,units,thousands,units,65.0,11896.4,5.7,123.0,units,748281.0,151463.0,millions,millions,14.0
2018-11,Ontario,units,thousands,units,64.9,11913.4,5.7,123.0,units,748281.0,151463.0,millions,millions,14.0
2018-12,Ontario,units,thousands,units,64.9,11930.0,5.6,123.0,units,748281.0,151463.0,millions,millions,14.0
2019-01,Ontario,units,thousands,units,65.1,11949.9,5.6,123.0,units,748281.0,151463.0,millions,millions,14.0
2019-02,Ontario,units,thousands,units,65.3,11963.1,5.6,123.0,units,748281.0,151463.0,millions,millions,14.0
2019-03,Ontario,units,thousands,units,65.3,11979.0,5.9,123.0,units,748281.0,151463.0,millions,millions,14.0
2019-04,Ontario,units,thousands,units,65.6,12000.8,6.0,123.0,units,748281.0,151463.0,millions,millions,14.0
2019-05,Ontario,units,thousands,units,65.2,12019.9,5.2,123.0,units,748281.0,151463.0,millions,millions,14.0
2019-06,Ontario,units,thousands,units,65.2,12040.9,5.4,123.0,units,748281.0,151463.0,millions,millions,14.0
2019-07,Ontario,units,thousands,units,65.2,12065.2,5.7,123.0,units,748281.0,151463.0,millions,millions,14.0
2019-08,Ontario,units,thousands,units,65.4,12082.7,5.6,123.0,units,748281.0,151463.0,millions,millions,14.0
2019-09,Ontario,units,thousands,units,65.3,12104.4,5.4,123.0,units,748281.0,151463.0,millions,millions,14.0
2019-10,Ontario,units,thousands,units,65.0,12120.8,5.4,123.0,units,748281.0,151463.0,millions,millions,14.0
2019-11,Ontario,units,thousands,units,65.3,12135.2,5.6,123.0,units,748281.0,151463.0,millions,millions,14.0
2019-12,Ontario,units,thousands,units,65.3,12146.8,5.3,123.0,units,748281.0,151463.0,millions,millions,14.0
2020-01,Ontario,units,thousands,units,65.2,12158.8,5.2,123.0,units,748281.0,151463.0,millions,millions,14.0
2020-02,Ontario,units,thousands,units,65.3,12170.1,5.6,123.0,units,748281.0,151463.0,millions,millions,14.0
2020-03,Ontario,units,thousands,units,63.1,12184.2,8.3,123.0,units,748281.0,151463.0,millions,millions,14.0
2020-04,Ontario,units,thousands,units,59.1,12191.4,12.0,123.0,units,748281.0,151463.0,millions,millions,14.0
2020-05,Ontario,units,thousands,units,60.2,12198.7,14.0,123.0,units,748281.0,151463.0,millions,millions,14.0
2020-06,Ontario,units,thousands,units,62.9,12210.9,12.5,123.0,units,748281.0,151463.0,millions,millions,14.0
2020-07,Ontario,units,thousands,units,63.7,12222.4,11.5,123.0,units,748281.0,151463.0,millions,millions,14.0
2020-08,Ontario,units,thousands,units,64.1,12232.2,10.5,123.0,units,748281.0,151463.0,millions,millions,14.0
2020-09,Ontario,units,thousands,units,65.1,12245.6,9.6,123.0,units,748281.0,151463.0,millions,millions,14.0
2020-10,Ontario,units,thousands,units,65.3,12256.6,9.5,123.0,units,748281.0,151463.0,millions,millions,14.25
2020-11,Ontario,units,thousands,units,65.3,12267.2,9.1,123.0,units,748281.0,151463.0,millions,millions,14.25
2020-12,Ontario,units,thousands,units,65.7,12274.4,10.0,123.0,units,748281.0,151463.0,millions,millions,14.25
2021-01,Ontario,units,thousands,units,64.3,12280.5,10.3,123.0,units,748281.0,151463.0,millions,millions,14.25
2021-02,Ontario,units,thousands,units,64.8,12292.5,9.6,123.0,units,748281.0,151463.0,millions,millions,14.25
2021-03,Ontario,units,thousands,units,65.0,12301.9,7.9,123.0,units,748281.0,151463.0,millions,millions,14.25
2021-04,Ontario,units,thousands,units,64.7,12311.4,9.3,123.0,units,748281.0,151463.0,millions,millions,14.25
2021-05,Ontario,units,thousands,units,64.4,12317.2,9.3,123.0,units,748281.0,151463.0,millions,millions,14.25
2021-06,Ontario,units,thousands,units,65.1,12324.0,8.7,123.0,units,748281.0,151463.0,millions,millions,14.25
2021-07,Ontario,units,thousands,units,65.4,12338.8,7.9,123.0,units,748281.0,151463.0,millions,millions,14.25
2021-08,Ontario,units,thousands,units,65.4,12354.7,7.7,123.0,units,748281.0,151463.0,millions,millions,14.25
2021-09,Ontario,units,thousands,units,65.9,12367.7,7.4,123.0,units,748281.0,151463.0,millions,millions,14.25
2021-10,Ontario,units,thousands,units,65.7,12383.8,6.7,123.0,units,748281.0,151463.0,millions,millions,14.35
2021-11,Ontario,units,thousands,units,65.9,12399.2,6.5,123.0,units,748281.0,151463.0,millions,millions,14.35
2021-12,Ontario,units,thousands,units,66.2,12419.9,6.3,123.0,units,748281.0,151463.0,millions,millions,14.35
2022-01,Ontario,units,thousands,units,65.5,12436.1,7.5,123.0,units,748281.0,151463.0,millions,millions,15.0
2022-02,Ontario,units,thousands,units,65.7,12454.9,5.7,123.0,units,748281.0,151463.0,millions,millions,15.0
2022-03,Ontario,units,thousands,units,65.6,12469.2,5.5,123.0,units,748281.0,151463.0,millions,millions,15.0
2022-04,Ontario,units,thousands,units,65.8,12482.0,5.6,123.0,units,748281.0,151463.0,millions,millions,15.0
2022-05,Ontario,units,thousands,units,65.7,12495.6,5.4,123.0,units,748281.0,151463.0,millions,millions,15.0
2022-06,Ontario,units,thousands,units,65.3,12508.5,5.2,123.0,units,748281.0,151463.0,millions,millions,15.0
