REF_DATE,GEO,Participation Rate_SCALAR_FACTOR,Population_SCALAR_FACTOR,Unemployment Rate_SCALAR_FACTOR,Participation Rate,Population,Unemployment Rate,CPI,CPI_SCALAR,Gross domestic product at market prices,Gross fixed capital formation,GDP_SCALE,GCGF_SCALE,Minimum Wage
2022-07,Ontario,units,thousands,units,65.3,12519.3,5.1,123.0,units,748281.0,151463.0,millions,millions,15.0
2022-08,Ontario,units,thousands,units,65.4,12535.1,5.5,123.0,units,748281.0,151463.0,millions,millions,15.0
2022-09,Ontario,units,thousands,units,65.1,12549.8,5.5,123.0,units,748281.0,151463.0,millions,millions,15.0
2022-10,Ontario,units,thousands,units,65.3,12569.7,5.5,123.0,units,748281.0,151463.0,millions,millions,15.5
2022-11,Ontario,units,thousands,units,65.3,12585.0,5.6,123.0,units,748281.0,151463.0,millions,millions,15.5
2022-12,Ontario,units,thousands,units,65.4,12601.7,5.3,123.0,units,748281.0,151463.0,millions,millions,15.5
2023-01,Ontario,units,thousands,units,65.6,12628.2,5.2,123.0,units,748281.0,151463.0,millions,millions,15.5
2023-02,Ontario,units,thousands,units,65.6,12653.8,5.2,123.0,units,748281.0,151463.0,millions,millions,15.5
2023-03,Ontario,units,thousands,units,65.6,12687.0,5.3,123.0,units,748281.0,151463.0,millions,millions,15.5
2023-04,Ontario,units,thousands,units,65.5,12716.7,5.1,123.0,units,748281.0,151463.0,millions,millions,15.5
2023-05,Ontario,units,thousands,units,65.6,12749.7,5.6,123.0,units,748281.0,151463.0,millions,millions,15.5
2023-06,Ontario,units,thousands,units,65.9,12784.4,5.7,123.0,units,748281.0,151463.0,millions,millions,15.5
2023-07,Ontario,units,thousands,units,65.6,12818.5,5.7,123.0,units,748281.0,151463.0,millions,millions,15.5
2023-08,Ontario,units,thousands,units,65.6,12863.5,6.0,123.0,units,748281.0,151463.0,millions,millions,15.5
2023-09,Ontario,units,thousands,units,65.7,12899.7,6.0,123.0,units,748281.0,151463.0,millions,millions,15.5
2023-10,Ontario,units,thousands,units,65.5,12936.5,6.2,123.0,units,748281.0,151463.0,millions,millions,16.55
2023-11,Ontario,units,thousands,units,65.3,12971.4,6.1,123.0,units,748281.0,151463.0,millions,millions,16.55
2023-12,Ontario,units,thousands,units,64.9,13005.9,6.3,123.0,units,748281.0,151463.0,millions,millions,16.55
2024-01,Ontario,units,thousands,units,66.1,11058.5,5.2,123.0,units,748281.0,151463.0,millions,millions,16.55
2024-02,Ontario,units,thousands,units,64.9,13100.2,6.5,123.0,units,748281.0,151463.0,millions,millions,16.55
2024-03,Ontario,units,thousands,units,65.0,13140.1,6.7,123.0,units,748281.0,151463.0,millions,millions,16.55
2024-04,Ontario,units,thousands,units,65.0,13189.4,6.8,123.0,units,748281.0,151463.0,millions,millions,16.55
2024-05,Ontario,units,thousands,units,65.2,13230.3,6.7,123.0,units,748281.0,151463.0,millions,millions,16.55
2024-05,Ontario,units,thousands,units,65.2,13230.3,6.7,123.0,units,748281.0,151463.0,millions,millions,16.55
2024-06,Ontario,units,thousands,units,65.3,13269.9,7.0,123.0,units,748281.0,151463.0,millions,millions,16.55
2024-07,Ontario,units,thousands,units,65.0,13324.2,6.7,123.0,units,748281.0,151463.0,millions,millions,16.55
2024-08,Ontario,units,thousands,units,65.0,13366.8,7.1,123.0,units,748281.0,151463.0,millions,millions,16.55
2024-09,Ontario,units,thousands,units,65.0,13413.7,6.9,123.0,units,748281.0,151463.0,millions,millions,16.55
2024-10,Ontario,units,thousands,units,64.6,13453.0,6.8,123.0,units,748281.0,151463.0,millions,millions,17.2
2024-11,Ontario,units,thousands,units,65.0,13490.7,7.6,123.0,units,748281.0,151463.0,millions,millions,17.2
2018-01,Prince Edward Island,units,thousands,units,67.6,125.4,11.0,128.0,units,6256.0,1137.0,millions,millions,11.25
2018-02,Prince Edward Island,units,thousands,units,67.6,125.6,10.0,128.0,units,6256.0,1137.0,millions,millions,11.25
2018-03,Prince Edward Island,units,thousands,units,67.4,125.8,10.4,128.0,units,6256.0,1137.0,millions,millions,11.25
2018-04,Prince Edward Island,units,thousands,units,68.0,126.1,11.3,128.0,units,6256.0,1137.0,millions,millions,11.55
2018-05,Prince Edward Island,units,thousands,units,67.2,126.4,9.5,128.0,units,6256.0,1137.0,millions,millions,11.55
2018-06,Prince Edward Island,units,thousands,units,67.2,126.7,8.8,128.0,units,6256.0,1137.0,millions,millions,11.55
2018-07,Prince Edward Island,units,thousands,units,67.5,127.1,9.7,128.0,units,6256.0,1137.0,millions,millions,11.55
2018-08,Prince Edward Island,units,thousands,units,67.2,127.4,9.6,128.0,units,6256.0,1137.0,millions,millions,11.55
2018-09,Prince Edward Island,units,thousands,units,67.3,127.7,8.8,128.0,units,6256.0,1137.0,millions,millions,11.55
2018-10,Prince Edward Island,units,thousands,units,66.8,127.9,8.7,128.0,units,6256.0,1137.0,millions,millions,11.55
2018-11,Prince Edward Island,units,thousands,units,67.0,128.2,9.5,128.0,units,6256.0,1137.0,millions,millions,11.55
2018-12,Prince Edward Island,units,thousands,units,66.7,128.3,10.2,128.0,units,6256.0,1137.0,millions,millions,11.55
2019-01,Prince Edward Island,units,thousands,units,66.6,128.5,10.0,128.0,units,6256.0,1137.0,millions,millions,11.55
2019-02,Prince Edward Island,units,thousands,units,66.8,128.8,9.8,128.0,units,6256.0,1137.0,millions,millions,11.55
2019-03,Prince Edward Island,units,thousands,units,66.9,129.1,9.0,128.0,units,6256.0,1137.0,millions,millions,11.55
2019-04,Prince Edward Island,units,thousands,units,67.1,129.7,8.9,128.0,units,6256.0,1137.0,millions,millions,12.25
2019-05,Prince Edward Island,units,thousands,units,66.5,130.0,8.7,128.0,units,6256.0,1137.0,millions,millions,12.25
2019-06,Prince Edward Island,units,thousands,units,67.0,130.3,9.0,128.0,units,6256.0,1137.0,millions,millions,12.25
2019-07,Prince Edward Island,units,thousands,units,67.3,130.7,8.6,128.0,units,6256.0,1137.0,millions,millions,12.25
2019-08,Prince Edward Island,units,thousands,units,66.6,130.9,8.7,128.0,units,6256.0,1137.0,millions,millions,12.25
2019-09,Prince Edward Island,units,thousands,units,67.1,131.2,8.5,128.0,units,6256.0,1137.0,millions,millions,12.25
2019-10,Prince Edward Island,units,thousands,units,66.9,131.3,8.2,128.0,units,6256.0,1137.0,millions,millions,12.25
2019-11,Prince Edward Island,units,thousands,units,66.5,131.3,7.8,128.0,units,6256.0,1137.0,millions,millions,12.25
2019-12,Prince Edward Island,units,thousands,units,67.4,131.4,7.7,128.0,units,6256.0,1137.0,millions,millions,12.25
2020-01,Prince Edward Island,units,thousands,units,67.2,131.6,7.4,128.0,units,6256.0,1137.0,millions,millions,12.25
2020-02,Prince Edward Island,units,thousands,units,67.2,131.8,8.1,128.0,units,6256.0,1137.0,millions,millions,12.25
2020-03,Prince Edward Island,units,thousands,units,64.8,131.9,9.4,128.0,units,6256.0,1137.0,millions,millions,12.25
2020-04,Prince Edward Island,units,thousands,units,60.1,132.1,11.1,128.0,units,6256.0,1137.0,millions,millions,12.85
2020-05,Prince Edward Island,units,thousands,units,63.3,132.2,14.0,128.0,units,6256.0,1137.0,millions,millions,12.85
2020-06,Prince Edward Island,units,thousands,units,65.7,132.4,14.1,128.0,units,6256.0,1137.0,millions,millions,12.85
2020-07,Prince Edward Island,units,thousands,units,64.7,132.6,11.5,128.0,units,6256.0,1137.0,millions,millions,12.85
2020-08,Prince Edward Island,units,thousands,units,64.9,132.7,9.9,128.0,units,6256.0,1137.0,millions,millions,12.85
2020-09,Prince Edward Island,units,thousands,units,65.0,132.9,10.3,128.0,units,6256.0,1137.0,millions,millions,12.85
2020-10,Prince Edward Island,units,thousands,units,65.0,132.9,10.4,128.0,units,6256.0,1137.0,millions,millions,12.85
2020-11,Prince Edward Island,units,thousands,units,65.8,133.0,11.1,128.0,units,6256.0,1137.0,millions,millions,12.85
2020-12,Prince Edward Island,units,thousands,units,65.1,133.1,10.8,128.0,units,6256.0,1137.0,millions,millions,12.85
2021-01,Prince Edward Island,units,thousands,units,64.3,133.1,8.4,128.0,units,6256.0,1137.0,millions,millions,12.85
2021-02,Prince Edward Island,units,thousands,units,64.8,133.2,9.7,128.0,units,6256.0,1137.0,millions,millions,12.85
2021-03,Prince Edward Island,units,thousands,units,65.0,133.4,8.8,128.0,units,6256.0,1137.0,millions,millions,12.85
2021-04,Prince Edward Island,units,thousands,units,65.4,133.5,9.5,128.0,units,6256.0,1137.0,millions,millions,13.0
2021-05,Prince Edward Island,units,thousands,units,66.2,133.6,10.5,128.0,units,6256.0,1137.0,millions,millions,13.0
2021-06,Prince Edward Island,units,thousands,units,67.2,133.7,12.5,128.0,units,6256.0,1137.0,millions,millions,13.0
2021-07,Prince Edward Island,units,thousands,units,67.1,133.9,11.0,128.0,units,6256.0,1137.0,millions,millions,13.0
2021-08,Prince Edward Island,units,thousands,units,66.4,134.7,10.7,128.0,units,6256.0,1137.0,millions,millions,13.0
2021-09,Prince Edward Island,units,thousands,units,66.7,135.2,11.3,128.0,units,6256.0,1137.0,millions,millions,13.0
2021-10,Prince Edward Island,units,thousands,units,65.6,135.6,9.4,128.0,units,6256.0,1137.0,millions,millions,13.0
2021-11,Prince Edward Island,units,thousands,units,66.9,135.9,8.9,128.0,units,6256.0,1137.0,millions,millions,13.0
2021-12,Prince Edward Island,units,thousands,units,67.3,136.4,8.4,128.0,units,6256.0,1137.0,millions,millions,13.0
2022-01,Prince Edward Island,units,thousands,units,66.4,136.8,9.4,128.0,units,6256.0,1137.0,millions,millions,13.0
2022-02,Prince Edward Island,units,thousands,units,67.2,137.2,9.3,128.0,units,6256.0,1137.0,millions,millions,13.0
2022-03,Prince Edward Island,units,thousands,units,67.2,137.6,8.8,128.0,units,6256.0,1137.0,millions,millions,13.0
2022-04,Prince Edward Island,units,thousands,units,66.0,138.1,8.0,128.0,units,6256.0,1137.0,millions,millions,13.7
2022-05,Prince Edward Island,units,thousands,units,66.7,138.7,7.8,128.0,units,6256.0,1137.0,millions,millions,13.7
2022-06,Prince Edward Island,units,thousands,units,66.1,139.2,6.0,128.0,units,6256.0,1137.0,millions,millions,13.7
2022-07,Prince Edward Island,units,thousands,units,64.8,139.7,6.3,128.0,units,6256.0,1137.0,millions,millions,13.7
2022-08,Prince Edward Island,units,thousands,units,65.5,140.1,7.2,128.0,units,6256.0,1137.0,millions,millions,13.7
2022-09,Prince Edward Island,units,thousands,units,63.9,140.4,8.5,128.0,units,6256.0,1137.0,millions,millions,13.7
2022-10,Prince Edward Island,units,thousands,units,64.6,140.7,6.1,128.0,units,6256.0,1137.0,millions,millions,13.7
2022-11,Prince Edward Island,units,thousands,units,63.4,140.8,7.1,128.0,units,6256.0,1137.0,millions,millions,13.7
2022-12,Prince Edward Island,units,thousands,units,63.6,141.0,5.7,128.0,units,6256.0,1137.0,millions,millions,13.7
2023-01,Prince Edward Island,units,thousands,units,64.5,141.5,7.5,128.0,units,6256.0,1137.0,millions,millions,14.5
2023-02,Prince Edward Island,units,thousands,units,65.0,142.1,7.0,128.0,units,6256.0,1137.0,millions,millions,14.5
2023-03,Prince Edward Island,units,thousands,units,65.6,142.6,6.7,128.0,units,6256.0,1137.0,millions,millions,14.5
2023-04,Prince Edward Island,units,thousands,units,66.8,143.3,7.2,128.0,units,6256.0,1137.0,millions,millions,14.5
2023-05,Prince Edward Island,units,thousands,units,66.7,144.0,7.2,128.0,units,6256.0,1137.0,millions,millions,14.5
2023-06,Prince Edward Island,units,thousands,units,65.8,144.5,8.4,128.0,units,6256.0,1137.0,millions,millions,14.5
2023-07,Prince Edward Island,units,thousands,units,66.3,145.0,8.1,128.0,units,6256.0,1137.0,millions,millions,14.5
2023-08,Prince Edward Island,units,thousands,units,67.1,145.6,7.9,128.0,units,6256.0,1137.0,millions,millions,14.5
2023-09,Prince Edward Island,units,thousands,units,67.5,146.0,6.6,128.0,units,6256.0,1137.0,millions,millions,14.5
2023-10,Prince Edward Island,units,thousands,units,67.0,146.4,6.3,128.0,units,6256.0,1137.0,millions,millions,15.0
2023-11,Prince Edward Island,units,thousands,units,67.3,146.8,7.7,128.0,units,6256.0,1137.0,millions,millions,15.0
2023-12,Prince Edward Island,units,thousands,units,68.0,147.0,8.1,128.0,units,6256.0,1137.0,millions,millions,15.0
2024-01,Prince Edward Island,units,thousands,units,66.2,123.4,6.9,128.0,units,6256.0,1137.0,millions,millions,15.0
2024-02,Prince Edward Island,units,thousands,units,66.7,148.3,7.0,128.0,units,6256.0,1137.0,millions,millions,15.0
2024-03,Prince Edward Island,units,thousands,units,66.7,148.8,7.4,128.0,units,6256.0,1137.0,millions,millions,15.0
2024-04,Prince Edward Island,units,thousands,units,66.5,149.4,6.8,128.0,units,6256.0,1137.0,millions,millions,15.4
2024-05,Prince Edward Island,units,thousands,units,65.7,150.0,7.1,128.0,units,6256.0,1137.0,millions,millions,15.4
2024-05,Prince Edward Island,units,thousands,units,65.7,150.0,7.1,128.0,units,6256.0,1137.0,millions,millions,15.4
2024-06,Prince Edward Island,units,thousands,units,66.5,150.6,8.0,128.0,units,6256.0,1137.0,millions,millions,15.4
2024-07,Prince Edward Island,units,thousands,units,66.6,151.2,8.9,128.0,units,6256.0,1137.0,millions,millions,15.4
2024-08,Prince Edward Island,units,thousands,units,66.5,151.7,8.2,128.0,units,6256.0,1137.0,millions,millions,15.4
2024-09,Prince Edward Island,units,thousands,units,65.9,152.2,7.1,128.0,units,6256.0,1137.0,millions,millions,15.4
2024-10,Prince Edward Island,units,thousands,units,67.2,152.4,10.0,128.0,units,6256.0,1137.0,millions,millions,16.0
2024-11,Prince Edward Island,units,thousands,units,67.5,152.6,8.0,128.0,units,6256.0,1137.0,millions,millions,16.0
2018-01,Quebec,units,thousands,units,65.1,6884.1,5.3,121.7,units,390851.0,83920.0,millions,millions,11.25
2018-02,Quebec,units,thousands,units,65.3,6888.6,5.9,121.7,units,390851.0,83920.0,millions,millions,11.25
2018-03,Quebec,units,thousands,units,65.3,6894.7,5.5,121.7,units,390851.0,83920.0,millions,millions,11.25
2018-04,Quebec,units,thousands,units,65.0,6902.9,5.4,121.7,units,390851.0,83920.0,millions,millions,11.25
2018-05,Quebec,units,thousands,units,65.2,6909.2,5.3,121.7,units,390851.0,83920.0,millions,millions,12.0
2018-06,Quebec,units,thousands,units,65.1,6915.8,5.4,121.7,units,390851.0,83920.0,millions,millions,12.0
2018-07,Quebec,units,thousands,units,64.9,6924.4,5.6,121.7,units,390851.0,83920.0,millions,millions,12.0
2018-08,Quebec,units,thousands,units,64.9,6932.0,5.7,121.7,units,390851.0,83920.0,millions,millions,12.0
2018-09,Quebec,units,thousands,units,64.6,6939.8,5.4,121.7,units,390851.0,83920.0,millions,millions,12.0
2018-10,Quebec,units,thousands,units,64.6,6947.2,5.1,121.7,units,390851.0,83920.0,millions,millions,12.0
2018-11,Quebec,units,thousands,units,65.1,6953.7,5.3,121.7,units,390851.0,83920.0,millions,millions,12.0
2018-12,Quebec,units,thousands,units,65.3,6959.9,5.3,121.7,units,390851.0,83920.0,millions,millions,12.0
2019-01,Quebec,units,thousands,units,65.1,6967.9,5.2,121.7,units,390851.0,83920.0,millions,millions,12.0
2019-02,Quebec,units,thousands,units,65.3,6972.8,5.3,121.7,units,390851.0,83920.0,millions,millions,12.0
2019-03,Quebec,units,thousands,units,65.1,6978.5,5.4,121.7,units,390851.0,83920.0,millions,millions,12.0
2019-04,Quebec,units,thousands,units,65.3,6986.0,4.9,121.7,units,390851.0,83920.0,millions,millions,12.0
2019-05,Quebec,units,thousands,units,65.1,6992.3,5.0,121.7,units,390851.0,83920.0,millions,millions,12.5
2019-06,Quebec,units,thousands,units,65.1,6998.9,5.0,121.7,units,390851.0,83920.0,millions,millions,12.5
2019-07,Quebec,units,thousands,units,65.2,7006.9,4.9,121.7,units,390851.0,83920.0,millions,millions,12.5
2019-08,Quebec,units,thousands,units,65.2,7011.7,4.6,121.7,units,390851.0,83920.0,millions,millions,12.5
2019-09,Quebec,units,thousands,units,65.5,7016.6,5.1,121.7,units,390851.0,83920.0,millions,millions,12.5
2019-10,Quebec,units,thousands,units,65.1,7020.9,5.1,121.7,units,390851.0,83920.0,millions,millions,12.5
2019-11,Quebec,units,thousands,units,64.7,7025.2,5.4,121.7,units,390851.0,83920.0,millions,millions,12.5
2019-12,Quebec,units,thousands,units,64.9,7029.2,5.0,121.7,units,390851.0,83920.0,millions,millions,12.5
2020-01,Quebec,units,thousands,units,64.9,7033.3,4.8,121.7,units,390851.0,83920.0,millions,millions,12.5
2020-02,Quebec,units,thousands,units,64.9,7037.0,4.6,121.7,units,390851.0,83920.0,millions,millions,12.5
2020-03,Quebec,units,thousands,units,63.4,7040.6,8.6,121.7,units,390851.0,83920.0,millions,millions,12.5
2020-04,Quebec,units,thousands,units,61.1,7043.0,18.3,121.7,units,390851.0,83920.0,millions,millions,12.5
2020-05,Quebec,units,thousands,units,61.9,7045.1,14.1,121.7,units,390851.0,83920.0,millions,millions,13.1
2020-06,Quebec,units,thousands,units,64.0,7048.7,10.9,121.7,units,390851.0,83920.0,millions,millions,13.1
2020-07,Quebec,units,thousands,units,64.1,7051.8,9.4,121.7,units,390851.0,83920.0,millions,millions,13.1
2020-08,Quebec,units,thousands,units,64.1,7057.1,8.4,121.7,units,390851.0,83920.0,millions,millions,13.1
2020-09,Quebec,units,thousands,units,64.7,7064.0,7.3,121.7,units,390851.0,83920.0,millions,millions,13.1
2020-10,Quebec,units,thousands,units,64.3,7069.2,7.6,121.7,units,390851.0,83920.0,millions,millions,13.1
2020-11,Quebec,units,thousands,units,64.0,7074.2,7.2,121.7,units,390851.0,83920.0,millions,millions,13.1
2020-12,Quebec,units,thousands,units,63.5,7077.6,6.8,121.7,units,390851.0,83920.0,millions,millions,13.1
2021-01,Quebec,units,thousands,units,63.3,7081.0,8.2,121.7,units,390851.0,83920.0,millions,millions,13.1
2021-02,Quebec,units,thousands,units,63.7,7085.5,6.5,121.7,units,390851.0,83920.0,millions,millions,13.1
2021-03,Quebec,units,thousands,units,64.1,7088.2,6.7,121.7,units,390851.0,83920.0,millions,millions,13.1
2021-04,Quebec,units,thousands,units,63.8,7090.1,6.8,121.7,units,390851.0,83920.0,millions,millions,13.1
2021-05,Quebec,units,thousands,units,63.9,7091.4,6.7,121.7,units,390851.0,83920.0,millions,millions,13.5
2021-06,Quebec,units,thousands,units,64.7,7093.7,6.2,121.7,units,390851.0,83920.0,millions,millions,13.5
2021-07,Quebec,units,thousands,units,64.5,7097.9,6.2,121.7,units,390851.0,83920.0,millions,millions,13.5
2021-08,Quebec,units,thousands,units,64.2,7103.4,5.7,121.7,units,390851.0,83920.0,millions,millions,13.5
2021-09,Quebec,units,thousands,units,64.6,7107.4,5.9,121.7,units,390851.0,83920.0,millions,millions,13.5
2021-10,Quebec,units,thousands,units,64.4,7112.1,5.3,121.7,units,390851.0,83920.0,millions,millions,13.5
2021-11,Quebec,units,thousands,units,64.4,7115.9,4.5,121.7,units,390851.0,83920.0,millions,millions,13.5
2021-12,Quebec,units,thousands,units,64.4,7119.9,4.6,121.7,units,390851.0,83920.0,millions,millions,13.5
2022-01,Quebec,units,thousands,units,63.8,7123.5,5.0,121.7,units,390851.0,83920.0,millions,millions,13.5
2022-02,Quebec,units,thousands,units,64.4,7127.0,4.4,121.7,units,390851.0,83920.0,millions,millions,13.5
2022-03,Quebec,units,thousands,units,64.5,7131.7,4.2,121.7,units,390851.0,83920.0,millions,millions,13.5
2022-04,Quebec,units,thousands,units,64.4,7136.7,4.4,121.7,units,390851.0,83920.0,millions,millions,13.5
2022-05,Quebec,units,thousands,units,64.4,7143.9,4.4,121.7,units,390851.0,83920.0,millions,millions,14.25
2022-06,Quebec,units,thousands,units,64.1,7151.2,4.4,121.7,units,390851.0,83920.0,millions,millions,14.25
2022-07,Quebec,units,thousands,units,64.0,7157.8,4.1,121.7,units,390851.0,83920.0,millions,millions,14.25
2022-08,Quebec,units,thousands,units,64.4,7165.7,4.4,121.7,units,390851.0,83920.0,millions,millions,14.25
2022-09,Quebec,units,thousands,units,64.4,7173.5,4.4,121.7,units,390851.0,83920.0,millions,millions,14.25
2022-10,Quebec,units,thousands,units,64.4,7181.6,4.0,121.7,units,390851.0,83920.0,millions,millions,14.25
2022-11,Quebec,units,thousands,units,64.6,7187.5,3.9,121.7,units,390851.0,83920.0,millions,millions,14.25
2022-12,Quebec,units,thousands,units,64.7,7195.2,4.1,121.7,units,390851.0,83920.0,millions,millions,14.25
2023-01,Quebec,units,thousands,units,65.1,7204.5,4.0,121.7,units,390851.0,83920.0,millions,millions,14.25
2023-02,Quebec,units,thousands,units,65.0,7211.7,4.1,121.7,units,390851.0,83920.0,millions,millions,14.25
2023-03,Quebec,units,thousands,units,65.0,7221.3,4.3,121.7,units,390851.0,83920.0,millions,millions,14.25
2023-04,Quebec,units,thousands,units,65.1,7228.9,4.2,121.7,units,390851.0,83920.0,millions,millions,14.25
2023-05,Quebec,units,thousands,units,64.8,7239.5,4.1,121.7,units,390851.0,83920.0,millions,millions,15.25
2023-06,Quebec,units,thousands,units,65.0,7248.9,4.5,121.7,units,390851.0,83920.0,millions,millions,15.25
2023-07,Quebec,units,thousands,units,64.8,7259.6,4.5,121.7,units,390851.0,83920.0,millions,millions,15.25
2023-08,Quebec,units,thousands,units,64.8,7273.6,4.4,121.7,units,390851.0,83920.0,millions,millions,15.25
2023-09,Quebec,units,thousands,units,65.1,7287.3,4.5,121.7,units,390851.0,83920.0,millions,millions,15.25
2023-10,Quebec,units,thousands,units,65.1,7303.2,5.0,121.7,units,390851.0,83920.0,millions,millions,15.25
2023-11,Quebec,units,thousands,units,65.2,7314.5,5.2,121.7,units,390851.0,83920.0,millions,millions,15.25
2023-12,Quebec,units,thousands,units,64.9,7325.1,4.7,121.7,units,390851.0,83920.0,millions,millions,15.25
2024-01,Quebec,units,thousands,units,63.7,6387.1,3.9,121.7,units,390851.0,83920.0,millions,millions,15.25
2024-02,Quebec,units,thousands,units,64.7,7354.9,4.7,121.7,units,390851.0,83920.0,millions,millions,15.25
2024-03,Quebec,units,thousands,units,64.5,7370.1,5.0,121.7,units,390851.0,83920.0,millions,millions,15.25
2024-04,Quebec,units,thousands,units,64.7,7389.5,5.1,121.7,units,390851.0,83920.0,millions,millions,15.25
2024-05,Quebec,units,thousands,units,64.5,7405.9,5.1,121.7,units,390851.0,83920.0,millions,millions,15.75
2024-05,Quebec,units,thousands,units,64.5,7405.9,5.1,121.7,units,390851.0,83920.0,millions,millions,15.75
2024-06,Quebec,units,thousands,units,64.5,7423.0,5.7,121.7,units,390851.0,83920.0,millions,millions,15.75
2024-07,Quebec,units,thousands,units,64.2,7444.3,5.7,121.7,units,390851.0,83920.0,millions,millions,15.75
2024-08,Quebec,units,thousands,units,64.2,7460.8,5.7,121.7,units,390851.0,83920.0,millions,millions,15.75
2024-09,Quebec,units,thousands,units,64.3,7479.3,5.5,121.7,units,390851.0,83920.0,millions,millions,15.75
2024-10,Quebec,units,thousands,units,64.4,7493.0,5.7,121.7,units,390851.0,83920.0,millions,millions,15.75
2024-11,Quebec,units,thousands,units,64.7,7505.2,5.9,121.7,units,390851.0,83920.0,millions,millions,15.75
2018-01,Saskatchewan,units,thousands,units,68.7,873.2,5.7,125.7,units,77398.0,27176.0,millions,millions,10.96
2018-02,Saskatchewan,units,thousands,units,68.6,873.7,5.7,125.7,units,77398.0,27176.0,millions,millions,10.96
2018-03,Saskatchewan,units,thousands,units,69.1,874.2,6.1,125.7,units,77398.0,27176.0,millions,millions,10.96
2018-04,Saskatchewan,units,thousands,units,68.7,875.0,6.3,125.7,units,77398.0,27176.0,millions,millions,10.96
2018-05,Saskatchewan,units,thousands,units,68.7,875.5,6.6,125.7,units,77398.0,27176.0,millions,millions,10.96
2018-06,Saskatchewan,units,thousands,units,69.0,876.0,6.4,125.7,units,77398.0,27176.0,millions,millions,10.96
2018-07,Saskatchewan,units,thousands,units,68.8,876.6,6.4,125.7,units,77398.0,27176.0,millions,millions,10.96
2018-08,Saskatchewan,units,thousands,units,68.8,877.3,6.5,125.7,units,77398.0,27176.0,millions,millions,10.96
2018-09,Saskatchewan,units,thousands,units,68.9,878.1,6.4,125.7,units,77398.0,27176.0,millions,millions,10.96
2018-10,Saskatchewan,units,thousands,units,69.0,879.0,6.2,125.7,units,77398.0,27176.0,millions,millions,11.06
2018-11,Saskatchewan,units,thousands,units,69.3,879.8,5.4,125.7,units,77398.0,27176.0,millions,millions,11.06
2018-12,Saskatchewan,units,thousands,units,69.3,880.3,5.7,125.7,units,77398.0,27176.0,millions,millions,11.06
2019-01,Saskatchewan,units,thousands,units,68.9,880.8,5.4,125.7,units,77398.0,27176.0,millions,millions,11.06
2019-02,Saskatchewan,units,thousands,units,69.0,881.1,5.8,125.7,units,77398.0,27176.0,millions,millions,11.06
2019-03,Saskatchewan,units,thousands,units,69.0,881.3,5.1,125.7,units,77398.0,27176.0,millions,millions,11.06
2019-04,Saskatchewan,units,thousands,units,69.3,881.7,5.5,125.7,units,77398.0,27176.0,millions,millions,11.06
2019-05,Saskatchewan,units,thousands,units,68.8,882.3,5.3,125.7,units,77398.0,27176.0,millions,millions,11.06
2019-06,Saskatchewan,units,thousands,units,68.9,883.0,5.0,125.7,units,77398.0,27176.0,millions,millions,11.06
2019-07,Saskatchewan,units,thousands,units,68.9,883.9,5.6,125.7,units,77398.0,27176.0,millions,millions,11.06
2019-08,Saskatchewan,units,thousands,units,68.9,884.7,5.3,125.7,units,77398.0,27176.0,millions,millions,11.06
2019-09,Saskatchewan,units,thousands,units,69.3,885.6,5.6,125.7,units,77398.0,27176.0,millions,millions,11.06
2019-10,Saskatchewan,units,thousands,units,69.0,886.4,5.3,125.7,units,77398.0,27176.0,millions,millions,11.32
2019-11,Saskatchewan,units,thousands,units,69.5,886.9,6.2,125.7,units,77398.0,27176.0,millions,millions,11.32
2019-12,Saskatchewan,units,thousands,units,69.1,887.2,6.1,125.7,units,77398.0,27176.0,millions,millions,11.32
2020-01,Saskatchewan,units,thousands,units,69.2,887.6,5.8,125.7,units,77398.0,27176.0,millions,millions,11.32
2020-02,Saskatchewan,units,thousands,units,69.4,888.1,6.4,125.7,units,77398.0,27176.0,millions,millions,11.32
2020-03,Saskatchewan,units,thousands,units,67.6,888.7,7.3,125.7,units,77398.0,27176.0,millions,millions,11.32
2020-04,Saskatchewan,units,thousands,units,63.5,888.5,11.4,125.7,units,77398.0,27176.0,millions,millions,11.32
2020-05,Saskatchewan,units,thousands,units,64.2,888.0,12.3,125.7,units,77398.0,27176.0,millions,millions,11.32
2020-06,Saskatchewan,units,thousands,units,67.5,887.7,11.1,125.7,units,77398.0,27176.0,millions,millions,11.32
2020-07,Saskatchewan,units,thousands,units,68.2,887.7,9.4,125.7,units,77398.0,27176.0,millions,millions,11.32
2020-08,Saskatchewan,units,thousands,units,67.2,887.9,8.2,125.7,units,77398.0,27176.0,millions,millions,11.32
2020-09,Saskatchewan,units,thousands,units,67.9,887.9,6.9,125.7,units,77398.0,27176.0,millions,millions,11.32
2020-10,Saskatchewan,units,thousands,units,67.8,888.0,6.7,125.7,units,77398.0,27176.0,millions,millions,11.45
2020-11,Saskatchewan,units,thousands,units,67.6,888.0,7.1,125.7,units,77398.0,27176.0,millions,millions,11.45
2020-12,Saskatchewan,units,thousands,units,67.0,888.1,7.4,125.7,units,77398.0,27176.0,millions,millions,11.45
2021-01,Saskatchewan,units,thousands,units,67.1,888.1,7.0,125.7,units,77398.0,27176.0,millions,millions,11.45
2021-02,Saskatchewan,units,thousands,units,67.1,889.1,7.2,125.7,units,77398.0,27176.0,millions,millions,11.45
2021-03,Saskatchewan,units,thousands,units,67.1,889.5,7.0,125.7,units,77398.0,27176.0,millions,millions,11.45
