"REF_DATE","GEO","DGUID","Labour force characteristics","Sex","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-06","Canada","2016A000011124","Population","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062809","1.1.1.1.1.1","31745.3","","","","1"
"2022-06","Canada","2016A000011124","Labour force","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062810","1.2.1.1.1.1","20736.3","","","","1"
"2022-06","Canada","2016A000011124","Employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062811","1.3.1.1.1.1","19705.0","","","","1"
"2022-06","Canada","2016A000011124","Full-time employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062812","1.4.1.1.1.1","16141.0","","","","1"
"2022-06","Canada","2016A000011124","Part-time employment ","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062813","1.5.1.1.1.1","3563.9","","","","1"
"2022-06","Canada","2016A000011124","Unemployment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062814","1.6.1.1.1.1","1031.4","","","","1"
"2022-06","Canada","2016A000011124","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2062815","1.7.1.1.1.1","5.0","","","","1"
"2022-06","Canada","2016A000011124","Participation rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2062816","1.8.1.1.1.1","65.3","","","","1"
"2022-06","Canada","2016A000011124","Employment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2062817","1.9.1.1.1.1","62.1","","","","1"
"2022-06","Newfoundland and Labrador","2016A000210","Population","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062998","2.1.1.1.1.1","448.1","","","","1"
"2022-06","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062999","2.2.1.1.1.1","259.6","","","","1"
"2022-06","Newfoundland and Labrador","2016A000210","Employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063000","2.3.1.1.1.1","233.7","","","","1"
"2022-06","Newfoundland and Labrador","2016A000210","Full-time employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063001","2.4.1.1.1.1","196.3","","","","1"
"2022-06","Newfoundland and Labrador","2016A000210","Part-time employment ","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063002","2.5.1.1.1.1","37.4","","","","1"
"2022-06","Newfoundland and Labrador","2016A000210","Unemployment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063003","2.6.1.1.1.1","25.9","","","","1"
"2022-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063004","2.7.1.1.1.1","10.0","","","","1"
"2022-06","Newfoundland and Labrador","2016A000210","Participation rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063005","2.8.1.1.1.1","57.9","","","","1"
"2022-06","Newfoundland and Labrador","2016A000210","Employment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063006","2.9.1.1.1.1","52.2","","","","1"
"2022-06","Prince Edward Island","2016A000211","Population","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063187","3.1.1.1.1.1","139.2","","","","1"
"2022-06","Prince Edward Island","2016A000211","Labour force","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063188","3.2.1.1.1.1","92.0","","","","1"
"2022-06","Prince Edward Island","2016A000211","Employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063189","3.3.1.1.1.1","86.4","","","","1"
"2022-06","Prince Edward Island","2016A000211","Full-time employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063190","3.4.1.1.1.1","72.6","","","","1"
"2022-06","Prince Edward Island","2016A000211","Part-time employment ","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063191","3.5.1.1.1.1","13.8","","","","1"
"2022-06","Prince Edward Island","2016A000211","Unemployment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063192","3.6.1.1.1.1","5.5","","","","1"
"2022-06","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","6.0","","","","1"
"2022-06","Prince Edward Island","2016A000211","Participation rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063194","3.8.1.1.1.1","66.1","","","","1"
"2022-06","Prince Edward Island","2016A000211","Employment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063195","3.9.1.1.1.1","62.1","","","","1"
"2022-06","Nova Scotia","2016A000212","Population","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063376","4.1.1.1.1.1","838.6","","","","1"
"2022-06","Nova Scotia","2016A000212","Labour force","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063377","4.2.1.1.1.1","519.4","","","","1"
"2022-06","Nova Scotia","2016A000212","Employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063378","4.3.1.1.1.1","485.7","","","","1"
"2022-06","Nova Scotia","2016A000212","Full-time employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063379","4.4.1.1.1.1","400.7","","","","1"
"2022-06","Nova Scotia","2016A000212","Part-time employment ","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063380","4.5.1.1.1.1","85.0","","","","1"
"2022-06","Nova Scotia","2016A000212","Unemployment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063381","4.6.1.1.1.1","33.7","","","","1"
"2022-06","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.5","","","","1"
"2022-06","Nova Scotia","2016A000212","Participation rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063383","4.8.1.1.1.1","61.9","","","","1"
"2022-06","Nova Scotia","2016A000212","Employment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063384","4.9.1.1.1.1","57.9","","","","1"
"2022-06","New Brunswick","2016A000213","Population","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063565","5.1.1.1.1.1","662.6","","","","1"
"2022-06","New Brunswick","2016A000213","Labour force","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063566","5.2.1.1.1.1","400.7","","","","1"
"2022-06","New Brunswick","2016A000213","Employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063567","5.3.1.1.1.1","374.5","","","","1"
"2022-06","New Brunswick","2016A000213","Full-time employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063568","5.4.1.1.1.1","320.9","","","","1"
"2022-06","New Brunswick","2016A000213","Part-time employment ","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063569","5.5.1.1.1.1","53.7","","","","1"
"2022-06","New Brunswick","2016A000213","Unemployment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063570","5.6.1.1.1.1","26.2","","","","1"
"2022-06","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","6.5","","","","1"
"2022-06","New Brunswick","2016A000213","Participation rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063572","5.8.1.1.1.1","60.5","","","","1"
"2022-06","New Brunswick","2016A000213","Employment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063573","5.9.1.1.1.1","56.5","","","","1"
"2022-06","Quebec","2016A000224","Population","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063754","6.1.1.1.1.1","7151.2","","","","1"
"2022-06","Quebec","2016A000224","Labour force","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063755","6.2.1.1.1.1","4582.1","","","","1"
"2022-06","Quebec","2016A000224","Employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063756","6.3.1.1.1.1","4381.8","","","","1"
"2022-06","Quebec","2016A000224","Full-time employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063757","6.4.1.1.1.1","3586.4","","","","1"
"2022-06","Quebec","2016A000224","Part-time employment ","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063758","6.5.1.1.1.1","795.4","","","","1"
"2022-06","Quebec","2016A000224","Unemployment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063759","6.6.1.1.1.1","200.3","","","","1"
"2022-06","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063760","6.7.1.1.1.1","4.4","","","","1"
"2022-06","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063761","6.8.1.1.1.1","64.1","","","","1"
"2022-06","Quebec","2016A000224","Employment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063762","6.9.1.1.1.1","61.3","","","","1"
"2022-06","Ontario","2016A000235","Population","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063943","7.1.1.1.1.1","12508.5","","","","1"
"2022-06","Ontario","2016A000235","Labour force","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063944","7.2.1.1.1.1","8162.6","","","","1"
"2022-06","Ontario","2016A000235","Employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063945","7.3.1.1.1.1","7739.6","","","","1"
"2022-06","Ontario","2016A000235","Full-time employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063946","7.4.1.1.1.1","6396.7","","","","1"
"2022-06","Ontario","2016A000235","Part-time employment ","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063947","7.5.1.1.1.1","1342.9","","","","1"
"2022-06","Ontario","2016A000235","Unemployment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063948","7.6.1.1.1.1","423.0","","","","1"
"2022-06","Ontario","2016A000235","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063949","7.7.1.1.1.1","5.2","","","","1"
"2022-06","Ontario","2016A000235","Participation rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063950","7.8.1.1.1.1","65.3","","","","1"
"2022-06","Ontario","2016A000235","Employment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063951","7.9.1.1.1.1","61.9","","","","1"
"2022-06","Manitoba","2016A000246","Population","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064132","8.1.1.1.1.1","1063.2","","","","1"
"2022-06","Manitoba","2016A000246","Labour force","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064133","8.2.1.1.1.1","706.4","","","","1"
"2022-06","Manitoba","2016A000246","Employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064134","8.3.1.1.1.1","677.1","","","","1"
"2022-06","Manitoba","2016A000246","Full-time employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064135","8.4.1.1.1.1","547.1","","","","1"
"2022-06","Manitoba","2016A000246","Part-time employment ","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064136","8.5.1.1.1.1","130.0","","","","1"
"2022-06","Manitoba","2016A000246","Unemployment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064137","8.6.1.1.1.1","29.3","","","","1"
