"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41693602","3.139","94.2","","","","1"
"2022","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41693602","3.139","95.0","","","","1"
"2023","Newfoundland and Labrador","2016A000210","Clothing and footwear","2002=100","17","units","0","v41693602","3.139","94.4","","","","1"
"2013","Newfoundland and Labrador","2016A000210","Transportation","2002=100","17","units","0","v41693610","3.176","126.7","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Transportation","2002=100","17","units","0","v41693610","3.176","129.0","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Transportation","2002=100","17","units","0","v41693610","3.176","124.1","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Transportation","2002=100","17","units","0","v41693610","3.176","129.5","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Transportation","2002=100","17","units","0","v41693610","3.176","136.7","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Transportation","2002=100","17","units","0","v41693610","3.176","141.3","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Transportation","2002=100","17","units","0","v41693610","3.176","144.0","","","","1"
"2020","Newfoundland and Labrador","2016A000210","Transportation","2002=100","17","units","0","v41693610","3.176","141.6","","","","1"
"2021","Newfoundland and Labrador","2016A000210","Transportation","2002=100","17","units","0","v41693610","3.176","155.9","","","","1"
"2022","Newfoundland and Labrador","2016A000210","Transportation","2002=100","17","units","0","v41693610","3.176","173.2","","","","1"
"2023","Newfoundland and Labrador","2016A000210","Transportation","2002=100","17","units","0","v41693610","3.176","172.7","","","","1"
"2013","Newfoundland and Labrador","2016A000210","Gasoline","2002=100","17","units","0","v41693616","3.184","169.0","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Gasoline","2002=100","17","units","0","v41693616","3.184","170.5","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Gasoline","2002=100","17","units","0","v41693616","3.184","143.1","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Gasoline","2002=100","17","units","0","v41693616","3.184","149.2","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Gasoline","2002=100","17","units","0","v41693616","3.184","162.9","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Gasoline","2002=100","17","units","0","v41693616","3.184","166.5","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Gasoline","2002=100","17","units","0","v41693616","3.184","159.1","","","","1"
"2020","Newfoundland and Labrador","2016A000210","Gasoline","2002=100","17","units","0","v41693616","3.184","138.7","","","","1"
"2021","Newfoundland and Labrador","2016A000210","Gasoline","2002=100","17","units","0","v41693616","3.184","189.5","","","","1"
"2022","Newfoundland and Labrador","2016A000210","Gasoline","2002=100","17","units","0","v41693616","3.184","238.5","","","","1"
"2023","Newfoundland and Labrador","2016A000210","Gasoline","2002=100","17","units","0","v41693616","3.184","222.2","","","","1"
"2013","Newfoundland and Labrador","2016A000210","Health and personal care","2002=100","17","units","0","v41693626","3.201","113.7","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Health and personal care","2002=100","17","units","0","v41693626","3.201","113.4","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Health and personal care","2002=100","17","units","0","v41693626","3.201","114.5","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Health and personal care","2002=100","17","units","0","v41693626","3.201","117.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Health and personal care","2002=100","17","units","0","v41693626","3.201","119.6","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Health and personal care","2002=100","17","units","0","v41693626","3.201","120.2","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Health and personal care","2002=100","17","units","0","v41693626","3.201","121.6","","","","1"
"2020","Newfoundland and Labrador","2016A000210","Health and personal care","2002=100","17","units","0","v41693626","3.201","124.5","","","","1"
"2021","Newfoundland and Labrador","2016A000210","Health and personal care","2002=100","17","units","0","v41693626","3.201","126.5","","","","1"
"2022","Newfoundland and Labrador","2016A000210","Health and personal care","2002=100","17","units","0","v41693626","3.201","128.9","","","","1"
"2023","Newfoundland and Labrador","2016A000210","Health and personal care","2002=100","17","units","0","v41693626","3.201","138.2","","","","1"
"2013","Newfoundland and Labrador","2016A000210","Recreation, education and reading","2002=100","17","units","0","v41693636","3.219","103.6","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Recreation, education and reading","2002=100","17","units","0","v41693636","3.219","104.8","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Recreation, education and reading","2002=100","17","units","0","v41693636","3.219","105.6","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Recreation, education and reading","2002=100","17","units","0","v41693636","3.219","108.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Recreation, education and reading","2002=100","17","units","0","v41693636","3.219","111.5","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Recreation, education and reading","2002=100","17","units","0","v41693636","3.219","110.7","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Recreation, education and reading","2002=100","17","units","0","v41693636","3.219","110.5","","","","1"
"2020","Newfoundland and Labrador","2016A000210","Recreation, education and reading","2002=100","17","units","0","v41693636","3.219","110.2","","","","1"
"2021","Newfoundland and Labrador","2016A000210","Recreation, education and reading","2002=100","17","units","0","v41693636","3.219","112.9","","","","1"
"2022","Newfoundland and Labrador","2016A000210","Recreation, education and reading","2002=100","17","units","0","v41693636","3.219","116.8","","","","1"
"2023","Newfoundland and Labrador","2016A000210","Recreation, education and reading","2002=100","17","units","0","v41693636","3.219","118.7","","","","1"
"2013","Newfoundland and Labrador","2016A000210","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693649","3.256","142.8","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693649","3.256","153.1","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693649","3.256","158.7","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693649","3.256","166.2","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693649","3.256","172.0","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693649","3.256","178.1","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693649","3.256","182.7","","","","1"
"2020","Newfoundland and Labrador","2016A000210","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693649","3.256","189.9","","","","1"
"2021","Newfoundland and Labrador","2016A000210","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693649","3.256","206.5","","","","1"
"2022","Newfoundland and Labrador","2016A000210","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693649","3.256","214.2","","","","1"
"2023","Newfoundland and Labrador","2016A000210","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41693649","3.256","223.4","","","","1"
"2013","Newfoundland and Labrador","2016A000210","All-items excluding food and energy","2002=100","17","units","0","v41693667","3.285","117.2","","","","1"
"2014","Newfoundland and Labrador","2016A000210","All-items excluding food and energy","2002=100","17","units","0","v41693667","3.285","119.5","","","","1"
"2015","Newfoundland and Labrador","2016A000210","All-items excluding food and energy","2002=100","17","units","0","v41693667","3.285","121.4","","","","1"
"2016","Newfoundland and Labrador","2016A000210","All-items excluding food and energy","2002=100","17","units","0","v41693667","3.285","125.2","","","","1"
"2017","Newfoundland and Labrador","2016A000210","All-items excluding food and energy","2002=100","17","units","0","v41693667","3.285","128.2","","","","1"
"2018","Newfoundland and Labrador","2016A000210","All-items excluding food and energy","2002=100","17","units","0","v41693667","3.285","129.8","","","","1"
"2019","Newfoundland and Labrador","2016A000210","All-items excluding food and energy","2002=100","17","units","0","v41693667","3.285","131.2","","","","1"
"2020","Newfoundland and Labrador","2016A000210","All-items excluding food and energy","2002=100","17","units","0","v41693667","3.285","132.3","","","","1"
"2021","Newfoundland and Labrador","2016A000210","All-items excluding food and energy","2002=100","17","units","0","v41693667","3.285","134.6","","","","1"
"2022","Newfoundland and Labrador","2016A000210","All-items excluding food and energy","2002=100","17","units","0","v41693667","3.285","138.8","","","","1"
"2023","Newfoundland and Labrador","2016A000210","All-items excluding food and energy","2002=100","17","units","0","v41693667","3.285","143.3","","","","1"
